period_days,duration_hours,transit_time_btjd,depth_fraction,depth_error_fraction,power,depth_percent,depth_snr
40.47030089822501,2.18983275,1533.006102289291,0.017380145159937393,0.00040567159058234304,42.84289450732335,1.7380145159937392,42.84289450732335
40.47040232755057,2.18983275,1533.006102289291,0.017224049762063876,0.00040370499671351913,42.66494074207995,1.7224049762063876,42.66494074207995
40.470503756876134,2.18983275,1532.996977986166,0.01745829905070008,0.00040370499671351815,43.24518941510412,1.745829905070008,43.24518941510412
40.47060518620169,2.18983275,1532.996977986166,0.01758491861602395,0.00040567159058234304,43.34767093446385,1.7584918616023948,43.34767093446385
40.47070661552725,2.18983275,1532.987853683041,0.017188766980065953,0.00040176687231053805,42.782937481167494,1.7188766980065953,42.782937481167494
40.47080804485281,2.18983275,1532.987853683041,0.017273861510522615,0.00040370499671352016,42.788327246741034,1.7273861510522615,42.788327246741034
40.47090947417837,2.18983275,1532.978729379916,0.017121564248915085,0.00040370499671352016,42.41107835745963,1.7121564248915084,42.41107835745963
40.47101090350393,2.18983275,1532.978729379916,0.017224808220219708,0.00040370499671352016,42.666819485622796,1.7224808220219707,42.666819485622796
40.47111233282949,2.18983275,1532.969605076791,0.01722760729881642,0.000405671590582344,42.46688133641817,1.7227607298816419,42.46688133641817
40.471213762155045,2.18983275,1532.960480773666,0.016981191886999966,0.00039985653773378575,42.46821118204552,1.6981191886999967,42.46821118204552
40.471315191480606,2.18983275,1532.951356470541,0.01728201598648207,0.00040370499671351913,42.80852634267961,1.728201598648207,42.80852634267961
40.47141662080617,2.18983275,1532.951356470541,0.01714877236827261,0.00040370499671352016,42.47847440055798,1.714877236827261,42.47847440055798
40.47151805013173,2.18983275,1532.942232167416,0.01714329724592732,0.00039985653773378765,42.87361998152649,1.7143297245927318,42.87361998152649
40.47161947945729,2.18983275,1532.942232167416,0.01727238413421318,0.00040370499671351913,42.784667702466336,1.7272384134213181,42.784667702466336
40.47172090878284,2.18983275,1532.933107864291,0.017322641030900955,0.000401766872310539,43.116150745031334,1.7322641030900956,43.116150745031334
40.4718223381084,2.18983275,1532.933107864291,0.017451967037331886,0.000405671590582344,43.01993889263846,1.7451967037331886,43.01993889263846
40.471923767433964,2.18983275,1532.923983561166,0.01735729670703527,0.000405671590582344,42.78657197098462,1.7357296707035268,42.78657197098462
40.472025196759525,2.18983275,1532.914859258041,0.017293088729270444,0.00040176687231053995,43.04259490041777,1.7293088729270445,43.04259490041777
40.472126626085085,2.18983275,1532.914859258041,0.01711147114279412,0.000401766872310539,42.59054770839367,1.711147114279412,42.59054770839367
40.47222805541064,2.18983275,1532.905734954916,0.016896453052686215,0.00039797333584043167,42.456244001886816,1.6896453052686216,42.456244001886816
40.4723294847362,2.18983275,1532.905734954916,0.017434039025726968,0.000405671590582344,42.975745480969714,1.7434039025726968,42.975745480969714
40.47243091406176,2.18983275,1532.896610651791,0.017190013480323545,0.00040370499671351913,42.58063095642604,1.7190013480323545,42.58063095642604
40.47253234338732,2.18983275,1532.896610651791,0.016949614146989443,0.0003998565377337867,42.389238508022146,1.6949614146989442,42.389238508022146
40.47263377271288,2.18983275,1532.887486348666,0.017151285494429836,0.00040370499671351913,42.48469955550461,1.7151285494429835,42.48469955550461
40.47273520203844,2.18983275,1532.878362045541,0.01710191525495741,0.000401766872310539,42.566763049938004,1.7101915254957412,42.566763049938004
40.472836631364,2.18983275,1532.869237742416,0.01690979044647822,0.000401766872310539,42.08856332337944,1.690979044647822,42.08856332337944
40.47293806068956,2.18983275,1532.860113439291,0.01696555230391444,0.000401766872310539,42.227354899488084,1.696555230391444,42.227354899488084
40.47303949001512,2.18983275,1532.860113439291,0.01686859598823943,0.0003998565377337867,42.186620441029454,1.6868595988239432,42.186620441029454
40.47314091934068,2.18983275,1532.850989136166,0.017095438787801596,0.00040370499671351815,42.346364119771,1.7095438787801596,42.346364119771
40.47324234866624,2.18983275,1532.850989136166,0.017219302097840252,0.0004017668723105371,42.85893956067876,1.7219302097840252,42.85893956067876
40.47334377799179,2.18983275,1532.841864833041,0.017019326165981834,0.0004017668723105371,42.36119834396678,1.7019326165981834,42.36119834396678
40.473445207317354,2.18983275,1532.841864833041,0.017071021327588917,0.0004017668723105371,42.489867891333354,1.7071021327588916,42.489867891333354
40.473546636642915,2.18983275,1532.832740529916,0.017074914956441024,0.0003998565377337867,42.702602921573394,1.7074914956441023,42.702602921573394
40.473648065968476,2.18983275,1532.832740529916,0.017267914999781652,0.00040370499671351913,42.773597404927514,1.7267914999781653,42.773597404927514
40.47374949529404,2.18983275,1532.823616226791,0.017198680990180553,0.0004017668723105371,42.807613507982815,1.7198680990180553,42.807613507982815
40.47385092461959,2.18983275,1532.823616226791,0.017061245390443004,0.0004017668723105371,42.4655355289121,1.7061245390443003,42.4655355289121
40.47395235394515,2.18983275,1532.814491923666,0.0171455684033144,0.00040370499671351815,42.470537999016734,1.71455684033144,42.470537999016734
40.47405378327071,2.18983275,1532.805367620541,0.016982091652302567,0.00039985653773378483,42.470461402356385,1.6982091652302567,42.470461402356385
40.47415521259627,2.18983275,1532.805367620541,0.017178509779907647,0.00040370499671351723,42.55213564299304,1.7178509779907647,42.55213564299304
40.47425664192183,2.18983275,1532.796243317416,0.017005397970224448,0.00039985653773378483,42.528748102016145,1.7005397970224447,42.528748102016145
40.474358071247394,2.18983275,1532.796243317416,0.016782609847189447,0.00039985653773378483,41.97157796220133,1.6782609847189447,41.97157796220133
40.47445950057295,2.18983275,1532.787119014291,0.01681255946386204,0.00039985653773378483,42.04647886751685,1.681255946386204,42.04647886751685
40.47456092989851,2.18983275,1532.777994711166,0.016734702901052584,0.0003979733358404289,42.0498093564804,1.6734702901052585,42.0498093564804
40.47466235922407,2.18983275,1532.777994711166,0.016855885532372848,0.00039985653773378483,42.15483290058172,1.6855885532372847,42.15483290058172
40.47476378854963,2.18983275,1532.768870408041,0.016956523023510136,0.00039985653773378483,42.406516896315935,1.6956523023510135,42.406516896315935
40.47486521787519,2.18983275,1532.759746104916,0.016824994788821185,0.00039985653773378483,42.07757833391454,1.6824994788821184,42.07757833391454
40.474966647200745,2.18983275,1532.7506218017909,0.016921851338453524,0.00039985653773378483,42.31980658452982,1.6921851338453524,42.31980658452982
40.475068076526306,2.18983275,1532.7506218017909,0.01679903616638873,0.0003979733358404289,42.211461556621614,1.679903616638873,42.211461556621614
40.475169505851866,2.18983275,1532.741497498666,0.01681119603139371,0.00039985653773378483,42.043069063400466,1.6811196031393711,42.043069063400466
40.47527093517743,2.18983275,1532.741497498666,0.017233680944351293,0.00039985653773378483,43.09966029822695,1.7233680944351293,43.09966029822695
40.47537236450299,2.18983275,1532.732373195541,0.017016383328388618,0.0004017668723105371,42.3538736046813,1.7016383328388618,42.3538736046813
40.47547379382854,2.18983275,1532.732373195541,0.017177921263708748,0.0004017668723105371,42.755942432285565,1.7177921263708749,42.755942432285565
40.4755752231541,2.18983275,1532.723248892416,0.017326818260483576,0.00040370499671351815,42.91950409714457,1.7326818260483576,42.91950409714457
40.47567665247966,2.18983275,1532.723248892416,0.01725006449032005,0.0004017668723105371,42.93550732820745,1.7250064490320052,42.93550732820745
40.475778081805224,2.18983275,1532.714124589291,0.01768210386601377,0.00040370499671351815,43.79956653982549,1.768210386601377,43.79956653982549
40.475879511130785,2.18983275,1532.705000286166,0.01743672599450525,0.00040567159058234304,42.98236898836018,1.7436725994505249,42.98236898836018
40.475980940456346,2.18983275,1532.705000286166,0.017328902489400735,0.00040370499671351815,42.924666849486314,1.7328902489400735,42.924666849486314
40.4760823697819,2.18983275,1532.695875983041,0.017713021550707902,0.00040766735705334746,43.449693099636555,1.7713021550707901,43.449693099636555
40.47618379910746,2.18983275,1532.695875983041,0.017344009253103438,0.00040370499671351815,42.96208715348474,1.7344009253103438,42.96208715348474
40.47628522843302,2.18983275,1532.686751679916,0.01748075260165126,0.00040370499671351815,43.300808124641954,1.748075260165126,43.300808124641954
40.47638665775858,2.18983275,1532.686751679916,0.017570656133508226,0.00040766735705334946,43.100473534379255,1.7570656133508227,43.100473534379255
40.47648808708414,2.18983275,1532.677627376791,0.017528906479810917,0.00040370499671351815,43.42008799125661,1.7528906479810917,43.42008799125661
40.476589516409696,2.18983275,1532.677627376791,0.0175301223581091,0.00040567159058234304,43.21259552078701,1.75301223581091,43.21259552078701
40.47669094573526,2.18983275,1532.668503073666,0.01728107992931056,0.00040370499671351815,42.806207676378506,1.728107992931056,42.806207676378506
40.47679237506082,2.18983275,1532.659378770541,0.01741221071109115,0.00040370499671351815,43.13102600374155,1.741221071109115,43.13102600374155
40.47689380438638,2.18983275,1532.659378770541,0.017391799893284446,0.00040766735705334946,42.66174269873775,1.7391799893284445,42.66174269873775
40.47699523371194,2.18983275,1532.650254467416,0.017468666047499817,0.00040370499671351913,43.270869049698916,1.7468666047499817,43.270869049698916
40.47709666303749,2.18983275,1532.641130164291,0.01758310206097905,0.00040766735705334946,43.13100314940849,1.7583102060979052,43.13100314940849
40.477198092363054,2.18983275,1532.641130164291,0.017515426832491864,0.00040567159058234304,43.17637034269125,1.7515426832491865,43.17637034269125
40.477299521688614,2.18983275,1532.632005861166,0.01759619791085457,0.000405671590582344,43.3754749392116,1.759619791085457,43.3754749392116
40.477400951014175,2.18983275,1532.622881558041,0.017806621771757875,0.00040969302381440144,43.463326775670474,1.7806621771757873,43.463326775670474
40.477502380339736,2.18983275,1532.613757254916,0.01767513320928265,0.00040567159058234304,43.570054249818014,1.767513320928265,43.570054249818014
40.4776038096653,2.18983275,1532.613757254916,0.01795067085418368,0.00040969302381440247,43.814929253751764,1.7950670854183681,43.814929253751764
40.47770523899085,2.18983275,1532.604632951791,0.01783819702579792,0.00040969302381440247,43.540397294826555,1.783819702579792,43.540397294826555
40.47780666831641,2.18983275,1532.604632951791,0.01790529606357644,0.000405671590582344,44.137416765796395,1.7905296063576441,44.137416765796395
40.47790809764197,2.18983275,1532.604632951791,0.017890435784087524,0.0004096930238144035,43.667904367813044,1.7890435784087524,43.667904367813044
40.47800952696753,2.18983275,1532.595508648666,0.018011849659019214,0.00040567159058234304,44.40007650810139,1.8011849659019215,44.40007650810139
40.478110956293094,2.18983275,1532.595508648666,0.01786030223882873,0.00040766735705334946,43.81096972768275,1.786030223882873,43.81096972768275
40.47821238561865,2.18983275,1532.586384345541,0.0179752253059559,0.00040969302381440247,43.8748630342775,1.79752253059559,43.8748630342775
40.47831381494421,2.18983275,1532.577260042416,0.01746853787084721,0.00040370499671351913,43.27055154891579,1.746853787084721,43.27055154891579
40.47841524426977,2.18983275,1532.577260042416,0.01761116395233003,0.00040766735705334946,43.19983841636195,1.761116395233003,43.19983841636195
40.47851667359533,2.18983275,1532.568135739291,0.01753221268581468,0.00040370499671352016,43.42827764962247,1.753221268581468,43.42827764962247
40.47861810292089,2.18983275,1532.559011436166,0.017527941571832982,0.0004076673570533505,42.99569555562709,1.7527941571832981,42.99569555562709
40.478719532246444,2.18983275,1532.559011436166,0.017703478554923005,0.00040766735705334946,43.4262843188748,1.7703478554923004,43.4262843188748
40.478820961572005,2.18983275,1532.549887133041,0.01748249591429238,0.00040370499671351913,43.305126408178864,1.748249591429238,43.305126408178864
40.478922390897566,2.18983275,1532.540762829916,0.017525103851645865,0.0004076673570533505,42.98873468388197,1.7525103851645865,42.98873468388197
40.47902382022313,2.18983275,1532.531638526791,0.01776119792629345,0.0004076673570533505,43.567868800368736,1.776119792629345,43.567868800368736
40.47912524954869,2.18983275,1532.540762829916,0.017486835194688553,0.000405671590582345,43.10589057909146,1.7486835194688553,43.10589057909146
40.47922667887425,2.18983275,1532.531638526791,0.017662230930550825,0.00040766735705334946,43.32510470844359,1.7662230930550824,43.32510470844359
40.4793281081998,2.18983275,1532.522514223666,0.017846929326884284,0.00040567159058234304,43.99353995004913,1.7846929326884284,43.99353995004913
40.47942953752536,2.18983275,1532.513389920541,0.017983783515966297,0.0004096930238144045,43.8957523575338,1.7983783515966296,43.8957523575338
40.47953096685092,2.18983275,1532.513389920541,0.018080398747816688,0.00040766735705334946,44.350862130593875,1.8080398747816688,44.350862130593875
40.479632396176484,2.18983275,1532.504265617416,0.017781617622173087,0.0004076673570533505,43.6179579123036,1.7781617622173087,43.6179579123036
