trial,period_days
1108,40.57165000176815
1109,40.57176153906187
1110,40.57169119347236
1111,40.57173952964695
1112,40.57168200089734
1113,40.57174934056229
1114,40.57171110274135
1115,40.57172081926785
1116,40.57174435210277
1117,40.571782576943406
1118,40.571743872809066
1119,40.57166198700031
1120,40.571707808738324
1121,40.57168156150658
1122,40.57177801140108
1123,40.571675642922855
1124,40.57187302831096
1125,40.571768673118754
1126,40.57169995840104
1127,40.57177459978993
1128,40.57175066650893
1129,40.571621202215965
1130,40.57176816123649
1131,40.57164871819555
1132,40.57175694781313
1133,40.571741469653375
1134,40.57176329714923
1135,40.571709605658725
1136,40.57166106416685
1137,40.57169883632696
1138,40.57187972725353
1139,40.57167986780473
1140,40.571770737672296
1141,40.57173378335665
1142,40.57176172963341
1143,40.57171454027912
1144,40.57185161249117
1145,40.57183508582807
1146,40.57167110748719
1147,40.57172028616742
1148,40.57167822572853
1149,40.57171652052284
1150,40.571686613538645
1151,40.57171180048215
1152,40.57168328316834
1153,40.57176137626618
1154,40.5716832049294
1155,40.57188057029998
1156,40.571703499554246
1157,40.57178507651474
1158,40.571777161512045
1159,40.5717211994795
1160,40.57171739275668
1161,40.5717291435343
1162,40.57188986257438
1163,40.571600084703505
1164,40.5716549407432
1165,40.57172831837647
1166,40.57171012138099
1167,40.571720216845165
1168,40.57177362270761
1169,40.57165091188779
1170,40.57164817664557
1171,40.5716251801706
1172,40.5717846591001
1173,40.5716302440934
1174,40.57170461275007
1175,40.57179636485739
1176,40.5718013649863
1177,40.57176616069387
1178,40.57179553192918
1179,40.57170171889527
1180,40.571729840454395
1181,40.57165467275183
1182,40.57174204409023
1183,40.57165997734853
1184,40.5716898299255
1185,40.571742663080954
1186,40.57167506068038
1187,40.57161728591598
1188,40.571798933919126
1189,40.57153534207771
1190,40.57181000456751
1191,40.57175735959902
1192,40.57162633606981
1193,40.57164690479851
1194,40.57166312155732
1195,40.571649654586736
1196,40.571701634335
1197,40.57166133003557
1198,40.5718040866808
1199,40.57179765001024
1200,40.57168469076896
1201,40.57179110787024
1202,40.57172660938886
1203,40.571738494312285
1204,40.57169802151304
1205,40.57172852327392
1206,40.571854562072986
1207,40.57177204011225
1208,40.57171167281251
1209,40.57180974100072
1210,40.57172055843398
1211,40.571676132182006
1212,40.5718369942025
1213,40.571665392613795
1214,40.571731566564495
1215,40.57172496825876
1216,40.57173104236051
1217,40.571543165700064
1218,40.57167005884355
1219,40.57170769094114
1220,40.571634085861774
1221,40.57171345570566
1222,40.5716931638417
1223,40.57165772747442
1224,40.571555756258476
1225,40.57174119953345
1226,40.571803697943096
1227,40.571704218713194
1228,40.57180907162308
1229,40.57186505178481
1230,40.57177428239936
1231,40.57178612432131
1232,40.57166287646032
1233,40.571821945055035
1234,40.57171632511859
1235,40.57175480840215
1236,40.57173064259791
1237,40.571713425730536
1238,40.571712615900196
1239,40.57176024466298
1240,40.57182098438727
1241,40.57174832735825
1242,40.57177027754176
1243,40.57181127137403
1244,40.57172462439007
1245,40.5719607403563
1246,40.571714837519266
1247,40.57172643440049
1248,40.57165051542711
1249,40.57175428647872
1250,40.571764159397844
1251,40.571797975247364
1252,40.57167714009893
1253,40.571717104485515
1254,40.571636763046854
1255,40.571672104163554
1256,40.5717466548291
1257,40.57182276934827
1258,40.571671373944355
1259,40.571741410965956
1260,40.57177707116864
1261,40.571772445773604
1262,40.571766144932326
1263,40.571803288601245
1264,40.57168841515784
1265,40.57150425963778
1266,40.57170507548199
1267,40.57170040034782
1268,40.57170925999526
1269,40.57173055523481
1270,40.57171461618793
1271,40.57165978043224
1272,40.57160255570682
1273,40.57178541373594
1274,40.57181575174252
1275,40.57188445492068
1276,40.57182232702996
1277,40.5717763591814
1278,40.571818297119535
1279,40.57182346631862
1280,40.57163770798877
1281,40.57167557846856
1282,40.57163904851757
1283,40.57180814799597
1284,40.57176872768355
1285,40.5716276733732
1286,40.571761726622185
1287,40.57180579835858
1288,40.57171598250193
1289,40.57170287128213
1290,40.5717350153044
1291,40.57174026612722
1292,40.571784548549545
1293,40.57167653887632
1294,40.571679671877064
1295,40.57178756345718
1296,40.57176672115429
1297,40.571773292172
1298,40.571775234898155
1299,40.5717398629256
1300,40.57170207987804
1301,40.57169461141768
1302,40.57169128110945
1303,40.57164414004251
1304,40.5716774936692
1305,40.57173375369166
1306,40.571808332587466
1307,40.571679669589344
1308,40.571653498758224
1309,40.571693696611305
1310,40.57172063497353
1311,40.57169126044482
1312,40.571887091385065
1313,40.57177114212709
1314,40.57174708883133
1315,40.57166906998384
1316,40.57176855479429
1317,40.571639722177224
1318,40.5717898887475
1319,40.57179980053593
1320,40.57172976236723
1321,40.571757935719916
1322,40.57166517264602
1323,40.571713340742235
1324,40.571765196013985
1325,40.571708570771534
1326,40.57188567360629
1327,40.571786118566024
1328,40.571808355869734
1329,40.57175382912601
1330,40.57174325515973
1331,40.571697758727055
1332,40.571736834942385
1333,40.571723834488466
1334,40.571818347778276
1335,40.571701446922134
1336,40.57171770493426
1337,40.571692113630775
1338,40.571763905780585
1339,40.571745340321286
1340,40.57165289875968
1341,40.571698597995805
1342,40.57175709181763
1343,40.571837917118046
1344,40.571648018118935
1345,40.5717483034781
1346,40.57175819139377
1347,40.57166490959173
1348,40.57157763809869
1349,40.57164133537435
1350,40.57167081487785
1351,40.57176661791402
1352,40.57174841764311
1353,40.57175849452369
1354,40.57170541522112
1355,40.57167114344088
1356,40.571736504404726
1357,40.57162584576315
1358,40.5717133016758
1359,40.571751282261516
1360,40.57176973082369
